2360.88963295,2365.1039776,2370.49525993
2375.01987726,2380.22303162,2385.12159996
2390.93733269,2395.05119937,2400.51697842
2405.39850329,2410.51463365,2415.44291718
2420.06670146,2425.05566113,2430.09402458
2435.89778545,2440.08322798,2445.44151005
2450.37419806,2455.25216689,2460.01193026
2465.49487558,2470.55737952,2475.1752625
2480.56349729,2485.29128371,2490.09681425
2495.86975105,2500.64333901,2505.5667269
2510.77918305,2515.07639673,2520.95886456
2525.63073341,2530.34476516,2535.09866578
2540.49523168,2545.2365133,2550.95040018
2555.32377847,2560.74866096,2565.76871339
2570.56429156,2575.55938019,2580.91003905
2585.63639554,2590.07262612,2595.60193448
2600.71321478,2605.01372083,2610.35577044
2615.86411197,2620.78467419,2625.3495426
2630.71166971,2635.92304081,2640.6303887
2645.39373587,2650.26300896,2655.38850233
2660.08387914,2665.70858907,2670.18100011
2675.87028373,2680.44345875,2685.21912114
2690.24130916,2695.02410383,2700.68807639
2705.33471642,2710.98630421,2715.1482141
2720.07765521,2725.66360623,2730.92808166
2735.82207462,2740.78969399,2745.26037901
2750.40379394,2755.02375057,2760.09691562
2765.38265082,2770.39719636,2775.64330916
2780.88004508,2785.77292176,2790.15771375
2795.35601794,2800.24974377,2805.64431882
2810.06705106,2815.8829766,2820.71437406
2825.92568592,2830.27378209,2835.88121133
2840.82858954,2845.23606353,2850.73321577
2855.06777506,2860.48909921,2865.92062755
2870.72505401,2875.02017632,2880.503374
2885.92252434,2890.42247117,2895.14220713
2900.78291368,2905.98504635,2910.74654249
2915.99373691,2920.77208999,2925.12946985
2930.77946394,2935.53581992,2940.32757491
2945.49728268,2950.66783221,2955.85191749
2960.15728655,2965.39022758,2970.1112668
2975.35466668,2980.45890281,2985.90248092
2990.35344466,2995.42819089,3000.3453013
3005.13645126,3010.45448417,3015.55346128
3020.35569655,3025.7767706,3030.85051875
3035.8652805,3040.03779875,3045.19173538
3050.56887762,3055.01568965,3060.61534578
3065.19303519,3070.50880862,3075.13241229
3080.40561892,3085.49668161,3090.77628855
3095.85010472,3100.26011698,3105.06213627
3110.50368956,3115.46581457,3120.73374894
3125.18542975,3130.67215859,3135.31438059
3140.68002653,3145.68289583,3150.55265683
3155.85653151,3160.8191698,3165.15131792
3170.86220411,3175.18394296,3180.52883986
3185.24052227,3190.86794953,3195.9747303
3200.54027246,3205.75007628,3210.69999077
3215.41141807,3220.97011871,3225.63598168
3230.5572987,3235.73593127,3240.29786829
3245.68696442,3250.79577499,3255.08204213
3260.2327667,3265.75810394,3270.2622438
3275.68533213,3280.19859002,3285.19217932
3290.7708183,3295.4529111,3300.35231457
3305.94900957,3310.50760295,3315.53760193
3320.85088328,3325.86358763,3330.0557421
3335.52468536,3340.21989981,3345.72314321
3350.66515681,3355.96674307,3360.27442383
3365.61390625,3370.6716633,3375.85945852
3380.12171893,3385.46608785,3390.59636817
3395.63090666,3400.49727564,3405.6415601
3410.8297911,3415.73676021,3420.46910624
3425.79224021,3430.73866945,3435.74664983
3440.99928908,3445.68148404,3450.51486767
3455.93997983,3460.11360756,3465.09076583
3470.45743056,3475.23929909,3480.10557414
3485.89795571,3490.30400437,3495.00685402
3500.54002055,3505.30854356,3510.82838648
3515.40141259,3520.29767757,3525.35025889
3530.63511997,3535.10107775,3540.74073836
3545.92749496,3550.36529183,3555.4515656
3560.74699187,3565.68293845,3570.92616261
3575.36396315,3580.52101699,3585.60095456
3590.81210363,3595.787369,3600.67284208
3605.69075259,3610.55303854,3615.90869071
3620.50460456,3625.56279207,3630.88512089
3635.16708818,3640.77973666,3645.63156544
3650.46061459,3655.70318718,3660.773135
3665.41589092,3670.8820405,3675.01341811
3680.83156611,3685.57551682,3690.46732542
3695.51363297,3700.11292241,3705.32967319
3710.17566831,3715.52422121,3720.26908922
3725.1916713,3730.74746515,3735.26272095
3740.76073328,3745.09381509,3750.44622965
3755.23442628,3760.19696026,3765.69260433
3770.09009123,3775.48088474,3780.90364324
3785.95810238,3790.13279917,3795.43098569
3800.87403134,3805.64305897,3810.09156659
3815.49385434,3820.33847517,3825.64085048
3830.25574031,3835.81775971,3840.01420574
3845.49668242,3850.87722896,3855.40071873
3860.09982865,3865.41512291,3870.36430693
3875.79048787,3880.52936433,3885.63292175
3890.70274783,3895.48758835,3900.20089951
3905.5285698,3910.37558647,3915.74857617
3920.30006727,3925.36278284,3930.7413724
3935.13554766,3940.54213134,3945.75539858
3950.53089565,3955.88633727,3960.7975918
3965.09666588,3970.42837027,3975.8784761
3980.92371126,3985.29072827,3990.19996888
3995.7120651,4000.44176512,4005.19350175
4010.98202097,4015.95263815,4020.80079271
4025.72150075,4030.37790255,4035.21722438
4040.09019342,4045.71792563,4050.11642938
4055.51389171,4060.43350871,4065.55349676
4070.37258007,4075.43556047,4080.18654428
4085.41597588,4090.46092663,4095.31911219
4100.87408258,4105.77380717,4110.26695557
4115.57474715,4120.98488503,4125.00479738
4130.9218566,4135.76332727,4140.68469258
4145.23077948,4150.56600584,4155.85625666
4160.83300586,4165.53137357,4170.55493298
4175.9689987,4180.34734786,4185.16744687
4190.93603653,4195.66319352,4200.54318336
4205.02089599,4210.3358918,4215.33684068
4220.60589616,4225.6730532,4230.45057067
4235.64141858,4240.80391752,4245.52808716
4250.36516938,4255.94613104,4260.83876898
4265.62048399,4270.43485891,4275.56768573
4280.64774712,4285.33741032,4290.95915343
4295.33290719,4300.10537838,4305.30790119
4310.9393851,4315.95185015,4320.73537998
4325.38592669,4330.21236436,4335.27394102
4340.60248924,4345.44961945,4350.93207843
4355.97452437,4360.51398584,4365.35605569
4370.34426996,4375.35027099,4380.99663509
4385.76122862,4390.83649406,4395.75540489
4400.30151387,4405.25078547,4410.26848638
4415.42277512,4420.75787604,4425.97554622
4430.8466747,4435.59975157,4440.91359503
4445.01243644,4450.48035634,4455.16234732
4460.29978653,4465.12536446,4470.65136018
4475.87149517,4480.57895034,4485.87523534
4490.91338493,4495.37260787,4500.57964023
4505.43354204,4510.42277106,4515.6747504
4520.59968251,4525.74884663,4530.23331456
4535.48094831,4540.82223442,4545.27387234
4550.66130825,4555.7637347,4560.63835731
4565.92275862,4570.57235859,4575.11569109
4580.29908883,4585.34514991,4590.39660059
4595.58837359,4600.92167959,4605.99512878
4610.00550542,4615.76933506,4620.41544029
4625.32564631,4630.82603394,4635.54611351
4640.6898903,4645.58658077,4650.40402141
4655.8092666,4660.68797846,4665.27278858
4670.25369678,4675.13530863,4680.82198003
4685.50306304,4690.799671,4695.05511561
4700.92503881,4705.80822926,4710.42068353
4715.91725549,4720.29837192,4725.46001991
4730.3214682,4735.3889408,4740.07212001
4745.37582454,4750.39901212,4755.53839954
4760.1014068,4765.69241887,4770.02479358
4775.68273738,4780.98428885,4785.59436761
4790.097948,4795.75460323,4800.13643662
4805.18944243,4810.41967553,4815.20302021
4820.06750967,4825.66067274,4830.38101824
4835.53266027,4840.1139868,4845.27333733
4850.54389447,4855.49133739,4860.80134526
4865.80967955,4870.79231362,4875.36023708
4880.16810304,4885.09202002,4890.2726163
4895.3012595,4900.47814212,4905.88486224
4910.00131597,4915.35846597,4920.3484537
4925.4261124,4930.38628877,4935.81684971
4940.05742376,4945.74983912,4950.84131665
4955.91142933,4960.88533934,4965.30916959
4970.24806529,4975.53498065,4980.07783401
4985.76352802,4990.62365291,4995.99325453
